"REF_DATE","GEO","DGUID","Age group","Sex","Income source","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697307","21.3.1.1.4","54700","B","","","0"
"2010","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697307","21.3.1.1.4","54200","B","","","0"
"2011","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697307","21.3.1.1.4","56900","B","","","0"
"2012","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697307","21.3.1.1.4","58200","B","","","0"
"2013","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697307","21.3.1.1.4","62800","B","","","0"
"2014","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697307","21.3.1.1.4","62800","B","","","0"
"2015","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697307","21.3.1.1.4","62400","B","","","0"
"2016","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697307","21.3.1.1.4","58600","B","","","0"
"2017","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697307","21.3.1.1.4","62100","B","","","0"
"2018","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697307","21.3.1.1.4","63200","B","","","0"
"2019","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697307","21.3.1.1.4","65100","B","","","0"
"2020","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697307","21.3.1.1.4","69100","B","","","0"
"2021","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697307","21.3.1.1.4","71700","B","","","0"
"2022","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697307","21.3.1.1.4","71400","A","","","0"
"2005","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697308","21.3.1.1.5","44100","B","","","0"
"2006","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697308","21.3.1.1.5","44900","C","","","0"
"2007","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697308","21.3.1.1.5","46300","B","","","0"
"2008","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697308","21.3.1.1.5","47000","C","","","0"
"2009","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697308","21.3.1.1.5","44000","C","","","0"
"2010","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697308","21.3.1.1.5","44100","B","","","0"
"2011","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697308","21.3.1.1.5","46900","C","","","0"
"2012","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697308","21.3.1.1.5","46400","C","","","0"
"2013","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697308","21.3.1.1.5","49500","C","","","0"
"2014","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697308","21.3.1.1.5","49300","B","","","0"
"2015","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697308","21.3.1.1.5","51700","C","","","0"
"2016","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697308","21.3.1.1.5","48800","C","","","0"
"2017","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697308","21.3.1.1.5","51200","B","","","0"
"2018","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697308","21.3.1.1.5","52200","B","","","0"
"2019","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697308","21.3.1.1.5","54700","B","","","0"
"2020","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697308","21.3.1.1.5","53700","B","","","0"
"2021","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697308","21.3.1.1.5","57000","B","","","0"
"2022","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697308","21.3.1.1.5","55900","A","","","0"
"2005","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697317","21.3.1.3.4","57100","B","","","0"
"2006","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697317","21.3.1.3.4","59100","B","","","0"
"2007","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697317","21.3.1.3.4","60200","C","","","0"
"2008","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697317","21.3.1.3.4","60400","B","","","0"
"2009","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697317","21.3.1.3.4","56300","B","","","0"
"2010","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697317","21.3.1.3.4","55600","B","","","0"
"2011","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697317","21.3.1.3.4","57500","B","","","0"
"2012","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697317","21.3.1.3.4","59900","B","","","0"
"2013","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697317","21.3.1.3.4","63100","B","","","0"
"2014","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697317","21.3.1.3.4","62400","B","","","0"
"2015","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697317","21.3.1.3.4","63000","B","","","0"
"2016","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697317","21.3.1.3.4","60100","B","","","0"
"2017","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697317","21.3.1.3.4","60100","B","","","0"
"2018","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697317","21.3.1.3.4","63700","B","","","0"
"2019","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697317","21.3.1.3.4","62700","B","","","0"
"2020","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697317","21.3.1.3.4","63900","B","","","0"
"2021","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697317","21.3.1.3.4","69100","B","","","0"
"2022","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697317","21.3.1.3.4","69900","A","","","0"
"2005","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697318","21.3.1.3.5","46700","B","","","0"
"2006","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697318","21.3.1.3.5","49000","B","","","0"
"2007","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697318","21.3.1.3.5","48300","B","","","0"
"2008","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697318","21.3.1.3.5","50300","B","","","0"
"2009","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697318","21.3.1.3.5","45300","B","","","0"
"2010","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697318","21.3.1.3.5","46700","C","","","0"
"2011","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697318","21.3.1.3.5","49200","B","","","0"
"2012","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697318","21.3.1.3.5","49700","B","","","0"
"2013","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697318","21.3.1.3.5","51400","B","","","0"
"2014","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697318","21.3.1.3.5","50500","B","","","0"
"2015","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697318","21.3.1.3.5","53200","C","","","0"
"2016","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697318","21.3.1.3.5","52900","B","","","0"
"2017","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697318","21.3.1.3.5","50500","B","","","0"
"2018","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697318","21.3.1.3.5","52100","B","","","0"
"2019","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697318","21.3.1.3.5","53500","B","","","0"
"2020","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697318","21.3.1.3.5","50400","B","","","0"
"2021","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697318","21.3.1.3.5","58200","B","","","0"
"2022","Vancouver, British Columbia","2021S0503933","25 to 54 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697318","21.3.1.3.5","55300","A","","","0"
"2005","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697532","21.4.1.1.4","47100","C","","","0"
"2006","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697532","21.4.1.1.4","48800","C","","","0"
"2007","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697532","21.4.1.1.4","41700","C","","","0"
"2008","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697532","21.4.1.1.4","48400","C","","","0"
"2009","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697532","21.4.1.1.4","46600","C","","","0"
"2010","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697532","21.4.1.1.4","45900","B","","","0"
"2011","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697532","21.4.1.1.4","49000","C","","","0"
"2012","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697532","21.4.1.1.4","44100","C","","","0"
"2013","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697532","21.4.1.1.4","48700","C","","","0"
"2014","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697532","21.4.1.1.4","47700","C","","","0"
"2015","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697532","21.4.1.1.4","58600","C","","","0"
"2016","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697532","21.4.1.1.4","51000","C","","","0"
"2017","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697532","21.4.1.1.4","48200","B","","","0"
"2018","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697532","21.4.1.1.4","50100","C","","","0"
"2019","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697532","21.4.1.1.4","53500","C","","","0"
"2020","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697532","21.4.1.1.4","55800","B","","","0"
"2021","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697532","21.4.1.1.4","57100","C","","","0"
"2022","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697532","21.4.1.1.4","58200","B","","","0"
"2005","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697533","21.4.1.1.5","42500","C","","","0"
"2006","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697533","21.4.1.1.5","40800","D","","","0"
"2007","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697533","21.4.1.1.5","38400","D","","","0"
"2008","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697533","21.4.1.1.5","43400","D","","","0"
"2009","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697533","21.4.1.1.5","41300","D","","","0"
"2010","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697533","21.4.1.1.5","43200","C","","","0"
"2011","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697533","21.4.1.1.5","44500","C","","","0"
"2012","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697533","21.4.1.1.5","38500","C","","","0"
"2013","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697533","21.4.1.1.5","43600","D","","","0"
"2014","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697533","21.4.1.1.5","42200","D","","","0"
"2015","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697533","21.4.1.1.5","45400","C","","","0"
"2016","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697533","21.4.1.1.5","40900","C","","","0"
"2017","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697533","21.4.1.1.5","42700","C","","","0"
"2018","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697533","21.4.1.1.5","44700","C","","","0"
"2019","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697533","21.4.1.1.5","51100","C","","","0"
"2020","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697533","21.4.1.1.5","48000","C","","","0"
"2021","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697533","21.4.1.1.5","51100","C","","","0"
"2022","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697533","21.4.1.1.5","49400","B","","","0"
"2005","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697542","21.4.1.3.4","47600","C","","","0"
"2006","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697542","21.4.1.3.4","50200","D","","","0"
"2007","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697542","21.4.1.3.4","42800","C","","","0"
"2008","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697542","21.4.1.3.4","49000","C","","","0"
"2009","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697542","21.4.1.3.4","47600","C","","","0"
"2010","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697542","21.4.1.3.4","47300","C","","","0"
"2011","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697542","21.4.1.3.4","49200","C","","","0"
"2012","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697542","21.4.1.3.4","46800","C","","","0"
"2013","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697542","21.4.1.3.4","48800","C","","","0"
"2014","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697542","21.4.1.3.4","46800","C","","","0"
"2015","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697542","21.4.1.3.4","59800","C","","","0"
"2016","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697542","21.4.1.3.4","50300","C","","","0"
"2017","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697542","21.4.1.3.4","46200","C","","","0"
"2018","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697542","21.4.1.3.4","51600","C","","","0"
"2019","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697542","21.4.1.3.4","53000","C","","","0"
"2020","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697542","21.4.1.3.4","51900","B","","","0"
"2021","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697542","21.4.1.3.4","56800","C","","","0"
"2022","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697542","21.4.1.3.4","56500","B","","","0"
"2005","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697543","21.4.1.3.5","42400","C","","","0"
"2006","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697543","21.4.1.3.5","41300","D","","","0"
"2007","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697543","21.4.1.3.5","38700","D","","","0"
"2008","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697543","21.4.1.3.5","43100","D","","","0"
"2009","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697543","21.4.1.3.5","44200","D","","","0"
"2010","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697543","21.4.1.3.5","45100","D","","","0"
"2011","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697543","21.4.1.3.5","43700","D","","","0"
"2012","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697543","21.4.1.3.5","40000","D","","","0"
"2013","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697543","21.4.1.3.5","42700","D","","","0"
"2014","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697543","21.4.1.3.5","40900","D","","","0"
"2015","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697543","21.4.1.3.5","45600","C","","","0"
"2016","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697543","21.4.1.3.5","40600","C","","","0"
"2017","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697543","21.4.1.3.5","42200","D","","","0"
"2018","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697543","21.4.1.3.5","45500","C","","","0"
"2019","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697543","21.4.1.3.5","51800","C","","","0"
"2020","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697543","21.4.1.3.5","44200","C","","","0"
"2021","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697543","21.4.1.3.5","50000","C","","","0"
"2022","Vancouver, British Columbia","2021S0503933","25 to 34 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697543","21.4.1.3.5","48600","A","","","0"
"2005","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697757","21.5.1.1.4","57000","C","","","0"
"2006","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697757","21.5.1.1.4","57200","C","","","0"
"2007","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697757","21.5.1.1.4","65300","D","","","0"
"2008","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697757","21.5.1.1.4","63200","C","","","0"
"2009","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697757","21.5.1.1.4","63100","D","","","0"
"2010","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697757","21.5.1.1.4","60400","D","","","0"
"2011","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697757","21.5.1.1.4","60000","C","","","0"
"2012","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697757","21.5.1.1.4","62700","C","","","0"
